Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_97.5_percent(y BP),lower_97.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
V26-176_b,,0.17,2363.351318359375,,,3019.41455078125,2380.41455078125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.18,2418.946044921875,,,3070.986572265625,2429.986572265625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.19,2474.544189453125,,,3131.55859375,2485.55859375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.2,2530.136474609375,,,3196.130615234375,2541.130615234375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.21,2580.980712890625,,,3217.65576171875,2590.65576171875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.22,2631.81982421875,,,3247.4072265625,2645.4072265625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.23,2682.65966796875,,,3285.20166015625,2701.20166015625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.24,2733.503662109375,,,3333.37353515625,2754.37353515625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.25,2784.343017578125,,,3395.545654296875,2806.545654296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.26,2838.16552734375,,,3416.45654296875,2852.45654296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.27,2891.9912109375,,,3462.06689453125,2902.06689453125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.28,2945.812255859375,,,3487.677490234375,2959.677490234375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.29,2999.63720703125,,,3561.7060546875,3016.7060546875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.3,3053.4580078125,,,3625.660400390625,3069.660400390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.31,3104.0595703125,,,3650.89013671875,3116.89013671875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.32,3154.663330078125,,,3685.02978515625,3165.02978515625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.33,3205.26953125,,,3723.095703125,3218.095703125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.34,3255.865966796875,,,3761.2529296875,3273.2529296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.35,3306.471923828125,,,3829.551025390625,3320.551025390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.36,3357.321533203125,,,3849.675048828125,3363.675048828125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.37,3408.167236328125,,,3876.340576171875,3413.340576171875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.38,3459.011962890625,,,3910.910400390625,3458.910400390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.39,3509.85595703125,,,3954.48046875,3507.48046875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.4,3560.697509765625,,,4024.050537109375,3559.050537109375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.41,3611.513427734375,,,4054.6494140625,3607.6494140625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.42,3662.325927734375,,,4065.24853515625,3659.24853515625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.43,3713.138427734375,,,4104.84765625,3708.847412109375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.44,3763.95263671875,,,4161.3818359375,3763.381591796875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.45,3814.76708984375,,,4246.59521484375,3811.59521484375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.46,3863.68701171875,,,4279.7978515625,3861.797607421875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.47,3912.6025390625,,,4364.92138671875,3907.92138671875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.48,3961.520263671875,,,4448.04541015625,3954.04541015625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.49,4010.443603515625,,,4536.1689453125,4001.169189453125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.5,4059.3623046875,,,4626.29296875,4044.29296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.51,4107.86279296875,,,4684.7138671875,4094.713623046875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.52,4156.3779296875,,,4729.13427734375,4142.13427734375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.53,4204.88427734375,,,4777.5546875,4191.5546875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.54,4253.38720703125,,,4844.9755859375,4238.9755859375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.55,4301.89501953125,,,4937.39599609375,4284.39599609375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.56,4347.4794921875,,,4979.771484375,4330.771484375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.5700000000000001,4393.0576171875,,,5010.146484375,4374.146484375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.58,4438.63720703125,,,5080.5224609375,4419.5224609375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.59,4484.22021484375,,,5141.8974609375,4469.8974609375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.6,4529.80078125,,,5199.27294921875,4514.27294921875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.61,4573.35205078125,,,5234.8212890625,4556.8212890625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.62,4616.91259765625,,,5281.369140625,4602.369140625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.63,4660.4638671875,,,5321.9169921875,4644.9169921875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.64,4704.02001953125,,,5374.46484375,4686.46484375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.65,4747.5693359375,,,5420.0126953125,4733.0126953125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.66,4794.62353515625,,,5468.4541015625,4780.4541015625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.67,4841.66796875,,,5507.89453125,4831.89453125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.68,4888.71484375,,,5572.3359375,4877.3359375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.6900000000000001,4935.7607421875,,,5624.77685546875,4925.77685546875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.7000000000000001,4982.8037109375,,,5675.05810546875,4969.05810546875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.71,5029.81787109375,,,5738.30029296875,5018.30029296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.72,5076.82373046875,,,5786.70947265625,5070.70947265625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.73,5123.8388671875,,,5833.11865234375,5118.11865234375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.74,5170.85107421875,,,5893.52734375,5160.52734375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.75,5217.8544921875,,,5947.9365234375,5206.9365234375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.76,5264.03955078125,,,5983.67431640625,5253.67431640625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.77,5310.21533203125,,,6029.57177734375,5303.57177734375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.78,5356.40234375,,,6089.09375,5353.09375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.79,5402.5869140625,,,6150.615234375,5395.615234375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.8,5448.76220703125,,,6219.13671875,5443.13671875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.81,5497.79345703125,,,6252.81103515625,5496.81103515625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.8200000000000001,5546.830078125,,,6273.4853515625,5547.4853515625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.8300000000000001,5595.8564453125,,,6305.1591796875,5598.1591796875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.84,5644.89599609375,,,6358.83349609375,5644.83349609375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.85,5693.9306640625,,,6423.5078125,5693.5078125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.86,5741.30126953125,,,6448.04443359375,5742.04443359375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.87,5788.66943359375,,,6477.20947265625,5790.20947265625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.88,5836.0478515625,,,6518.400390625,5841.400390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.89,5883.423828125,,,6577.5908203125,5886.5908203125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.9,5930.7939453125,,,6644.78173828125,5936.78173828125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.91,5978.125,,,6672.19873046875,5985.19873046875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.92,6025.4609375,,,6714.61572265625,6030.61572265625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.93,6072.79296875,,,6754.033203125,6080.033203125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.94,6120.12353515625,,,6805.4501953125,6125.4501953125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.95,6167.458984375,,,6868.8671875,6172.8671875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.96,6215.98388671875,,,6897.31494140625,6219.31494140625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.97,6264.498046875,,,6938.52001953125,6268.52001953125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.98,6313.015625,,,6982.724609375,6318.724609375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,0.99,6361.52587890625,,,7028.9296875,6361.9296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.0,6410.0439453125,,,7088.375,6411.375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.01,6455.7451171875,,,7114.42333984375,6456.42333984375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.02,6501.4287109375,,,7148.47216796875,6502.47216796875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.03,6547.126953125,,,7187.5205078125,6549.5205078125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.04,6592.8154296875,,,7231.5693359375,6598.5693359375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.05,6638.5048828125,,,7281.61767578125,6644.61767578125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.06,6683.021484375,,,7307.8564453125,6688.8564453125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.07,6727.521484375,,,7335.09521484375,6730.09521484375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.08,6772.04150390625,,,7373.005859375,6773.005859375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.09,6816.5478515625,,,7414.2001953125,6815.2001953125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.1,6861.04833984375,,,7477.39453125,6862.39453125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.11,6905.91015625,,,7497.279296875,6908.279296875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.12,6950.74169921875,,,7538.71044921875,6953.71044921875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.13,6995.58642578125,,,7579.1416015625,7003.1416015625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.14,7040.42431640625,,,7625.57275390625,7046.57275390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.15,7085.2626953125,,,7679.00390625,7095.00390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.16,7132.27783203125,,,7708.7880859375,7134.7880859375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.17,7179.28369140625,,,7747.5078125,7182.5078125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.18,7226.2880859375,,,7789.3603515625,7230.3603515625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.19,7273.29248046875,,,7840.21826171875,7275.21826171875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.2,7320.30322265625,,,7888.076171875,7326.076171875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.21,7365.1630859375,,,7903.8828125,7371.8828125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.22,7409.99853515625,,,7928.00927734375,7418.00927734375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.23,7454.85693359375,,,7963.13525390625,7467.13525390625,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.24,7499.7021484375,,,8012.26171875,7515.26171875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.25,7544.54638671875,,,8063.3876953125,7562.3876953125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.26,7590.61083984375,,,8091.37548828125,7601.37548828125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.27,7636.69384765625,,,8118.57373046875,7645.57373046875,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.28,7682.74755859375,,,8144.1455078125,7690.1455078125,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
V26-176_b,,1.29,7728.81298828125,,,8186.7177734375,7735.7177734375,"3,4",Age model from Repschlaeger et al. (2021),"automated alignment to Atlantic stacks, method described in Lee et al. (2019) ; AMS, bacon, pdv",1
