Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
MD95-2042,,11.52,0.2,4.04,0.2,4.04,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,11.56,0.4,4.22,0.4,4.22,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,11.6,0.62,4.12,0.62,4.12,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,11.96,0.56,4.07,0.56,4.07,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12,0.21,3.9,0.21,3.9,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.04,0.59,3.84,0.59,3.84,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.08,0.34,3.9,0.34,3.9,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.16,0.37,4.05,0.37,4.05,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.2,0.73,3.95,0.73,3.95,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.24,0.58,3.95,0.58,3.95,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.32,0.59,3.97,0.59,3.97,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.48,0.45,3.79,0.45,3.79,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.5,0.71,3.97,0.71,3.97,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
MD95-2042,,12.6,0.49,3.78,0.49,3.78,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M (2015): Glacial_��interglacial changes in bottom-water oxygen content on the Portuguese margin. Nature Geoscience, 8(1), 40-43, https://doi.org/10.1038/ngeo2317; age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",https://www.ncei.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/m952042s-tab.txt,"Hoogakker, Babette A A; Elderfield, Henry; Schmiedl, Gerhard; McCave, I Nick; Rickaby, Rosalind E M; Shackleton, Nicholas J (2015): Bottom water oxygen reconstructions Iberian Margin sediment core MD95-2042 between 0 and 150,000 years BP. PANGAEA, https://doi.org/10.1594/PANGAEA.856564, age model Shackleton, Nicholas J; Hall, Michael A; Vincent, Edith (2000): (Table 1) Age model of sediment core MD95-2042 on the Iberian margin, North Atlantic. PANGAEA, https://doi.org/10.1594/PANGAEA.58230, , Govin, Aline; Chiessi, Cristiano Mazur; Zabel, Matthias; Sawakuchi, Andr_� O; Heslop, David; H__rner, Tanja; Zhang, Yancheng; Mulitza, Stefan (2014): 18. Revised age model of sediment core MD95-2042 using the AICC2012 chronology: tie-points. PANGAEA, https://doi.org/10.1594/PANGAEA.832173,",1
