Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_97.5_percent(y BP),lower_97.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
RAPID-12-1K,,0.205,5262.1591796875,,,8267.3876953125,5281.3876953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.215,5572.67431640625,,,8469.3671875,5672.36669921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.225,5883.15869140625,,,8671.345703125,6043.345703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.235,6193.64404296875,,,8891.32421875,6388.32470703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.245,6499.30419921875,,,9032.478515625,6680.47900390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.255,6803.923828125,,,9129.125,6986.125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.265,7108.52490234375,,,9274.771484375,7270.77099609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.275,7413.1650390625,,,9435.4169921875,7604.4169921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.285,7717.77587890625,,,9668.427734375,7935.42724609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.295,7996.75341796875,,,9801.888671875,8196.888671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.305,8267.9912109375,,,9874.921875,8456.921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.315,8539.15234375,,,9953.955078125,8725.955078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.325,8810.36328125,,,10054.98828125,9024.98828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.335,9081.541015625,,,10203.021484375,9321.021484375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.345,9337.984375,,,10286.0966796875,9538.0966796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.355,9588.3388671875,,,10314.4267578125,9737.4267578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.365,9838.6845703125,,,10352.7568359375,9934.7568359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.375,10089.0048828125,,,10401.0869140625,10131.0869140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.385,10339.375,,,10516.45703125,10335.45703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.395,10501.5595703125,,,10744.3681640625,10493.3681640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.405,10616.2822265625,,,10886.435546875,10615.435546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.415,10731.0205078125,,,11046.3671875,10735.3671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.425,10845.7314453125,,,11241.2998046875,10857.2998046875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.435,10960.3984375,,,11445.232421875,10976.232421875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.445,11069.2744140625,,,11540.6669921875,11081.6669921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.455,11174.0556640625,,,11567.87109375,11179.87109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.465,11278.88671875,,,11580.1513671875,11280.1513671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.475,11383.634765625,,,11617.75390625,11382.75390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.485,11488.41796875,,,11698.7001953125,11492.7001953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.495,11555.966796875,,,11753.7646484375,11559.7646484375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.505,11590.8798828125,,,11770.1533203125,11596.1533203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.515,11625.79296875,,,11794.9404296875,11626.9404296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.525,11660.7392578125,,,11829.0830078125,11661.0830078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.535,11695.658203125,,,11877.404296875,11697.404296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.545,11722.9677734375,,,11904.3330078125,11724.3330078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.555,11741.8984375,,,11921.142578125,11744.142578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.5650000000000001,11760.78125,,,11938.9521484375,11762.9521484375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.5750000000000001,11779.7216796875,,,11957.76171875,11782.76171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.585,11798.5947265625,,,11979.5712890625,11801.5712890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.595,11817.4287109375,,,12017.716796875,11815.716796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.605,11836.1171875,,,12032.7451171875,11834.7451171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.615,11854.8251953125,,,12045.9150390625,11853.9150390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.625,11873.5244140625,,,12061.083984375,11873.083984375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.635,11892.2275390625,,,12081.25390625,11892.25390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.645,11911.044921875,,,12101.025390625,11911.025390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.655,11930.169921875,,,12104.2451171875,11930.2451171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.665,11949.349609375,,,12097.4658203125,11949.4658203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.675,11968.451171875,,,12120.685546875,11970.685546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.685,11987.5654296875,,,12138.8662109375,11989.8662109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.6950000000000001,12004.029296875,,,12145.0556640625,12004.0556640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.705,12014.2236328125,,,12150.103515625,12014.103515625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.715,12024.4521484375,,,12157.150390625,12023.150390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.725,12034.6181640625,,,12183.1982421875,12033.1982421875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.735,12044.8203125,,,12209.2451171875,12043.2451171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.745,12054.6142578125,,,12222.3984375,12053.3984375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.755,12063.2392578125,,,12202.2744140625,12062.2744140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.765,12071.833984375,,,12208.4306640625,12070.4306640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.775,12080.4453125,,,12224.5859375,12078.5859375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.785,12089.0732421875,,,12246.7421875,12087.7421875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.795,12097.697265625,,,12262.7587890625,12095.7587890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.805,12106.3623046875,,,12254.0625,12105.0625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.8150000000000001,12115.0634765625,,,12255.3662109375,12114.3662109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.8250000000000001,12123.7744140625,,,12268.6708984375,12123.6708984375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.835,12132.4912109375,,,12281.974609375,12133.974609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.845,12141.1650390625,,,12296.8876953125,12142.8876953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.855,12149.833984375,,,12305.0703125,12152.0703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.865,12158.48046875,,,12316.2529296875,12161.2529296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.875,12167.1455078125,,,12326.4365234375,12170.4365234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.885,12175.837890625,,,12337.619140625,12179.619140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.895,12184.48046875,,,12348.94921875,12187.94921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.905,12193.0419921875,,,12358.3427734375,12195.3427734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.915,12201.603515625,,,12367.736328125,12203.736328125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.925,12210.1337890625,,,12376.1298828125,12212.1298828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.935,12218.728515625,,,12383.5234375,12218.5234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.945,12227.294921875,,,12390.9794921875,12224.9794921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.955,12236.8115234375,,,12387.923828125,12232.923828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.965,12246.3388671875,,,12377.869140625,12242.869140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.975,12255.8779296875,,,12396.8134765625,12254.8134765625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.985,12265.4384765625,,,12414.7578125,12266.7578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,0.995,12274.9482421875,,,12421.09375,12275.09375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.005,12288.12890625,,,12431.94921875,12286.94921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.015,12301.466796875,,,12443.3076171875,12300.3076171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.025,12314.81640625,,,12454.666015625,12312.666015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.035,12328.2265625,,,12468.0234375,12326.0234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.045,12341.5205078125,,,12512.056640625,12338.056640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.055,12355.099609375,,,12521.462890625,12352.462890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.065,12368.708984375,,,12532.2724609375,12366.2724609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.075,12382.357421875,,,12549.08203125,12380.08203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.085,12395.9267578125,,,12571.8916015625,12393.8916015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.095,12409.5439453125,,,12594.701171875,12406.701171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.105,12423.134765625,,,12606.228515625,12420.228515625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.115,12436.74609375,,,12616.2861328125,12434.2861328125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.125,12450.296875,,,12630.34375,12448.34375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.135,12463.884765625,,,12645.400390625,12462.400390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.145,12477.4560546875,,,12660.8134765625,12476.8134765625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.155,12491.2958984375,,,12671.73828125,12490.73828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.165,12505.154296875,,,12679.73828125,12507.73828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.175,12518.978515625,,,12688.7392578125,12522.7392578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.185,12532.8408203125,,,12699.7392578125,12537.7392578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.195,12546.6591796875,,,12711.740234375,12550.740234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.205,12560.4736328125,,,12728.3017578125,12564.3017578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.215,12574.2900390625,,,12741.92578125,12577.92578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.225,12587.990234375,,,12751.1455078125,12592.1455078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.235,12601.8076171875,,,12759.365234375,12605.365234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.245,12615.6015625,,,12767.5849609375,12617.5849609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.255,12629.78515625,,,12791.3291015625,12629.3291015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.265,12644.2099609375,,,12792.30078125,12646.30078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.275,12658.640625,,,12811.7587890625,12661.7587890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.285,12673.025390625,,,12823.806640625,12676.806640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.295,12687.4765625,,,12839.4970703125,12691.4970703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.305,12702.42578125,,,12853.880859375,12705.880859375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.315,12717.8046875,,,12859.478515625,12717.478515625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.325,12733.1474609375,,,12876.837890625,12734.837890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.335,12748.455078125,,,12897.197265625,12751.197265625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.345,12763.8076171875,,,12917.5556640625,12766.5556640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.355,12784.3427734375,,,12934.62109375,12780.62109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.365,12809.2978515625,,,12966.5361328125,12809.5361328125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.375,12834.19140625,,,12995.3095703125,12835.3095703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.385,12859.1337890625,,,13054.0244140625,12856.0244140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.395,12884.072265625,,,13104.7392578125,12875.7392578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.405,12910.59765625,,,13155.0380859375,12899.0380859375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.415,12938.75,,,13194.974609375,12926.974609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.425,12966.93359375,,,13233.08984375,12956.08984375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.435,12995.1376953125,,,13291.205078125,12984.205078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.445,13023.3251953125,,,13344.3193359375,13008.3193359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.455,13051.86328125,,,13392.701171875,13034.701171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.465,13080.880859375,,,13423.8505859375,13063.8505859375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.475,13109.861328125,,,13455.0,13095.0,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.485,13138.908203125,,,13486.1494140625,13125.1494140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.495,13167.9306640625,,,13533.2978515625,13154.2978515625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.505,13196.7470703125,,,13582.216796875,13182.216796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.515,13225.2236328125,,,13607.7138671875,13210.7138671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.525,13253.80078125,,,13629.2109375,13241.2109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.535,13282.2861328125,,,13663.7080078125,13271.7080078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.545,13310.7958984375,,,13710.2060546875,13300.2060546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.555,13339.2119140625,,,13746.7353515625,13328.7353515625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
