Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),97.5_percent(y BP),2.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
MD09-3257,,1.46,15345,,,15563,15179,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.48,15392,,,15603.025,15206.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.5,15431,,,15634.075,15238,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.52,15483,,,15675.05,15285.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.54,15537,,,15732,15330.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.56,15699,,,16184.125,15440.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.58,15866,,,16405.175,15539.8,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.6,16028,,,16543.05,15613.725,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.62,16199.5,,,16647.025,15688.925,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.64,16342.5,,,16724.075,15802.925,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.66,16513,,,16799.025,15932.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.68,16679,,,16908.05,16187.9,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.7,16892,,,17166.025,16665.875,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.72,17001.5,,,17287,16739.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.74,17100,,,17363.1,16823.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.76,17199,,,17425.025,16887.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.78,17315,,,17492.05,17039.775,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.8,17540,,,18107.475,17304,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.82,17775,,,18339.075,17441.925,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.84,18004,,,18476,17552.775,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.86,18233,,,18575.025,17668.9,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.88,18462.5,,,18688.05,17931.4,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.9,18734,,,18975,18546.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.92,18942,,,19165,18730.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3257,,1.94,19178,,,19863.025,18935.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
