Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),97.5_percent(y BP),2.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
MD09-3256,,0.52,16268,,,16698,15963.8,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.54,16834,,,17270,16390.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.56,17416,,,17742.075,17007.875,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.58,18102.5,,,18365.05,17716.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.6,18339.5,,,18544.05,18119.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.62,18563,,,19021.275,18364,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.64,19250,,,19802.15,18739.925,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.66,19955,,,20626.1,19416.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.68,21275,,,22051.05,20602.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.7,22179,,,23260.15,21414.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.72,22937,,,23687.275,21851.95,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
MD09-3256,,0.74,23757,,,24463.15,23122.975,3,from Skinner et al. 2021 https://doi.org/10.1029/2020PA004074. Calculated with Bchron,,
